idx,lower,upper,steps,time
241, -6.170625686645508, -5.078824486862792, 1, 0.803183549
243, -4.62411642074585, -3.811628669986831, 1, 0.779208936
244, -2.163351058959961, 1.5335361091896749, 47, 60.680186265
245, -1.1714344024658203, 0.757690550754416, 46, 61.001645412
246, -2.1315464973449707, 2.3922405511175966, 44, 60.568792054
247, -3.90555739402771, -3.329692418430838, 1, 0.783185965
249, -7.1747660636901855, -6.419845311955511, 1, 0.778526298
250, -2.8481674194335938, 0.713980566346502, 45, 60.868991144
251, -0.9423456192016602, 0.35824612801632094, 47, 60.326230037
252, -0.5081295967102051, 5.7176149345038985, 44, 61.207329079
253, -5.873214960098267, -2.54367668720415, 1, 0.672394387
254, -6.797380208969116, -4.619447136013262, 1, 0.780615423
255, -5.69026517868042, -3.074308108725956, 1, 0.67038756
256, -3.2872138023376465, -1.5736863287710827, 1, 0.815412988
257, -3.32841157913208, -1.3197998172330756, 1, 0.809203789
258, -2.9846396446228027, -1.4917947871473891, 1, 0.801394851
259, -6.304196119308472, -4.733581738446105, 1, 0.800770669
261, -7.266773581504822, -5.932112379854891, 1, 0.800572828
262, -3.3253679275512695, 0.7314761018346028, 46, 60.974454187
263, -6.420929908752441, -4.544765208886761, 1, 0.660700387
264, -5.164267539978027, -2.4492466905345935, 1, 0.662233
265, -1.9635593891143799, 0.8487869454732899, 46, 60.974094688
266, -7.322335600852966, -5.656342360151006, 1, 0.743339385
267, -2.1935226917266846, -1.1621595107187597, 1, 0.722444272
268, -7.354806900024414, -5.285147473739116, 1, 0.85255618
269, -2.6743242740631104, -1.2473651788840927, 1, 0.72320672
270, -5.408647418022156, -2.6758940674582523, 1, 0.879929326
271, -4.931642293930054, -3.124413345274139, 1, 0.810025227
272, -5.26083517074585, -4.65635222818241, 1, 0.728111989
273, -7.006941556930542, -4.144436789857763, 1, 0.837195218
274, -1.5251679420471191, 0.14695632810645964, 49, 60.815085225
275, -3.4874114990234375, -1.8100300177916715, 1, 0.791202725
276, -3.3151402473449707, -0.3689459828337913, 1, 0.807402528
277, -6.9757678508758545, -4.456127527147476, 1, 0.812141436
278, -4.5752575397491455, -4.084353622126539, 1, 0.788000642
279, -5.411675214767456, -3.8037214793731997, 1, 0.793051358
280, -6.791564702987671, -3.1843371443159567, 1, 0.847988971
281, -4.70721697807312, -3.075777945125041, 1, 0.762593839
282, -5.072800874710083, -3.6858006438351207, 1, 0.809692599
283, -1.9218072891235352, -0.03776602539398377, 1, 0.827476683
284, -5.9376702308654785, 0.5376654373975978, 46, 62.021691142
285, -5.1405909061431885, -3.9634518708202586, 1, 0.750492286
286, -5.746993541717529, -4.444575753503921, 1, 0.731752203
287, -5.000686168670654, -1.8524187365790317, 1, 0.874482863
288, -4.1408607959747314, -2.014822717414119, 1, 0.599770948
289, -2.9627153873443604, -0.21247963542997228, 1, 0.820609551
290, -0.8896031379699707, 3.0993599341464066, 49, 61.119800692
291, -1.593721866607666, 0.12048473438800489, 48, 60.80491051
292, -4.750246524810791, -3.146167628798325, 1, 0.822480761
293, -5.519778490066528, -3.898101178265961, 1, 0.810450932
294, -2.719787120819092, -1.8230487919533218, 1, 0.792317326
295, -5.555475234985352, -3.8615206565995726, 1, 0.801038632
296, -5.298248291015625, -3.9875406269235025, 1, 0.803789782
297, -8.388159275054932, -7.934320443863977, 1, 0.784807083
298, -7.134232997894287, -5.6033467671228046, 1, 0.748935053
299, -2.874546527862549, -1.8087064912930653, 1, 0.810837453
300, -4.203261613845825, -2.8767850517766917, 1, 0.809598591
301, -3.2103183269500732, 0.7473702321185183, 46, 61.420664425
302, -5.249548673629761, -3.5038389360491493, 1, 0.737619501
303, -7.221303820610046, -4.831671303235324, 1, 0.875336159
304, -2.9633655548095703, 2.074655280173065, 47, 60.76012621
305, -2.0698671340942383, -0.1655574337403083, 1, 0.811272463
306, -1.350778579711914, 0.19899008427114273, 47, 60.430082203
307, -5.581618547439575, -3.506003080776824, 1, 0.817713156
308, -3.121704578399658, -1.4262964487742402, 1, 0.743005218
309, -4.4633800983428955, -2.975794391105767, 1, 0.812500014
310, -5.235748529434204, -2.40100289116642, 1, 0.82649537
311, -6.4937591552734375, -4.507993625843647, 1, 0.825213247
312, -7.134921550750732, -6.784928982056181, 1, 0.773650048
313, -7.062749862670898, -6.580622749302562, 1, 0.785161736
314, -3.765976905822754, -2.0248115961730924, 1, 0.813936507
315, -7.6785982847213745, -5.977849031191803, 1, 0.82131234
316, -3.385983467102051, -2.1168097424875643, 1, 0.728419687
317, -7.601459264755249, -4.421918023982786, 1, 0.83105715
320, -2.180828094482422, -0.5751998286980955, 1, 0.812168206
323, -6.845402717590332, -4.434032960716935, 1, 0.670359825
324, -8.237854719161987, -6.082932359522609, 1, 0.818764195
325, -1.4516561031341553, 1.0280256311951517, 45, 60.599625248
326, -4.051096677780151, -0.18475266986359173, 1, 0.819957644
327, 0.4564802646636963, 3.3963530431919624, 1, 0.835081322
328, -6.967536926269531, -6.67920263399072, 1, 0.791315796
329, -7.458211898803711, -5.053013844684523, 1, 0.748530803
330, -7.2787766456604, -5.600407343652993, 1, 0.837428386
331, -7.445332050323486, -5.057334682175146, 1, 0.841647142
332, -4.132729768753052, -0.9170376424816724, 1, 0.8507166
333, -6.812208414077759, -4.410490634051881, 1, 0.833089769
334, -5.812106370925903, -4.16661945079372, 1, 0.811664513
335, -7.284621238708496, -5.086067142794679, 1, 0.828095028
336, -4.137294054031372, -1.3248769104309384, 1, 0.833790042
337, -2.159318447113037, -0.23158120827051976, 1, 0.732056506
338, -4.438267707824707, -1.5303073748723075, 1, 0.685021536
339, -2.6371188163757324, -1.39493709083537, 1, 0.80018721
340, -2.13218092918396, 0.9756472010907702, 46, 61.146852278
343, -6.863908767700195, -4.57285173538294, 1, 0.829179839
344, -4.284806728363037, -3.509632003426156, 1, 0.793428074
345, -6.299726247787476, -4.025881010598334, 1, 0.809466335
346, -6.910508155822754, -4.397895774902937, 1, 0.82896571
347, -6.070254325866699, -4.249574736319004, 1, 0.803382963
348, -6.076606035232544, -5.144693604109362, 1, 0.722927436
349, -6.198427200317383, -3.3317258916635444, 1, 0.831028964
350, -1.3998150825500488, 0.49247287500282155, 45, 61.328543948
351, -2.6504836082458496, -0.8549528461706952, 1, 0.818360453
352, -6.4510321617126465, -5.855074119937246, 1, 0.857375908
354, -3.5059704780578613, -2.5034024803868666, 1, 0.78348019
355, -5.785033941268921, -0.5904699251459249, 1, 0.837188573
356, -5.6598060131073, -4.123682520416319, 1, 0.736807613
357, -8.104729652404785, -7.019391178722551, 1, 0.802567408
358, -4.887312889099121, 2.0778487713013494, 49, 61.045162927
359, -1.741318702697754, 3.970164280187763, 48, 61.248247804
360, -2.5203821659088135, -0.21757542222518955, 1, 0.807319217
361, -4.119136571884155, -3.132882384191839, 1, 0.799588138
